unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W115,2296,2283,13,True,No,1,0,True,mul,"[52, 13, 26, 18, 22, 4, 48, 39, 30, 44, 8, 35, 57, 14, 31, 56]","[52, 13, 26, 18, 22, 4, 48, 39, 30, 44, 8, 35, 57, 14, 31, 56]",[52],52,"[52, 18, 44, 56, 48, 39, 30, 35, 57, 31]",[52],52,2.1901
W116,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 48, 22, 13, 2, 24, 4, 35, 9, 39, 50, 28, 30, 17, 57]","[52, 26, 48, 22, 13, 2, 24, 4, 35, 9, 39, 50, 28, 30, 17, 57]",[52],52,"[52, 48, 22, 35, 9, 39, 50, 28, 30, 17, 57]",[52],52,2.1971
W119,288,275,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,2.1163
W12,470,457,13,True,No,1,0,True,mul,"[17, 34, 9, 43]","[17, 34, 9, 43]",[17],17,"[34, 9, 43]",[34],34,1.9568
W120,288,275,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,1.9568
W122,2296,2283,13,True,No,1,0,True,mul,"[26, 13, 52, 22, 48, 4, 39, 35, 30, 17, 9, 18, 44, 8, 57, 56, 43]","[26, 13, 52, 22, 48, 4, 39, 35, 30, 17, 9, 18, 44, 8, 57, 56, 43]",[26],26,"[52, 44, 48, 56, 39, 35, 30, 17, 18, 57, 43]",[52],52,2.0326
W123,2296,2283,13,True,No,1,0,True,mul,"[26, 13, 52, 48, 22, 4, 39, 35, 30, 17, 18, 9, 44, 57, 8, 43, 56]","[26, 13, 52, 48, 22, 4, 39, 35, 30, 17, 18, 9, 44, 57, 8, 43, 56]",[26],26,"[52, 48, 44, 56, 39, 35, 30, 17, 18, 57, 43]",[52],52,2.1762
W124,2296,2283,13,True,No,1,0,True,add,"[4, 13, 48, 26, 52, 22, 9, 30, 39, 35, 17, 2, 44, 8, 57, 43, 56, 18]","[4, 13, 48, 26, 52, 22, 9, 30, 39, 35, 17, 2, 44, 8, 57, 43, 56, 18]",[4],4,"[56, 52, 48, 44, 18, 30, 39, 35, 17, 57, 43]",[56],56,2.0505
W125,2296,2283,13,True,No,2,0,True,mul,"[13, 52, 48, 9, 22, 26, 4, 39, 17, 57, 35, 30, 43]","[13, 52, 48, 9, 22, 26, 4, 39, 17, 57, 35, 30, 43]",[13],13,"[52, 48, 9, 22, 39, 17, 57, 35, 30, 43]",[52],52,2.0924
W121,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 13, 48, 39, 22, 35, 4, 9, 17, 30, 2, 57, 44, 24, 43, 50]","[52, 26, 13, 48, 39, 22, 35, 4, 9, 17, 30, 2, 57, 44, 24, 43, 50]",[52],52,"[52, 48, 39, 44, 35, 9, 17, 30, 57, 43, 50]",[52],52,2.2789
