unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q48,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.855
Q480,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9099
Q481,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7962
Q482,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9677
Q483,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.88
Q484,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9608
Q485,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8491
Q486,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8999
Q487,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9478
Q488,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9019
Q489,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.889
Q490,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9288
Q49,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0386
Q491,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8909
Q492,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9867
Q493,52,44,8,True,No,0,1,True,add,[2],[2],[2],2,[2],[2],2,1.9408
Q495,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9139
Q494,52,44,8,True,No,1,1,True,add,[3],[3],[3],3,[3],[3],3,2.0415
Q497,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8391
Q496,52,44,8,True,No,1,2,True,add,[2],[2],[2],2,[2],[2],2,2.0934
